distance,target_velocity,target_acceleration,actual_duration,,,,
45,600,500,0.41380008,,,,
45,600,600,0.41344396,,,,
45,600,700,0.4136682,,,,
45,600,800,0.4132827,,,,
45,600,900,0.4133323,,,,
45,600,1000,0.41347558,,,,
45,700,100,1.26248404,,,,
45,700,200,0.83753814,,,,
45,700,300,0.62492542,,,,
45,700,400,0.62554558,,,,
45,700,500,0.41340608,,,,
45,700,600,0.41400916,,,,
45,700,700,0.41348206,,,,
45,700,800,0.41327004,,,,
45,700,900,0.41348886,,,,
45,700,1000,0.41349738,,,,
45,800,100,1.26158462,,,,
45,800,200,0.83784688,,,,
45,800,300,0.62566708,,,,
45,800,400,0.62603088,,,,
45,800,500,0.41371808,,,,
45,800,600,0.41366528,,,,
45,800,700,0.41405528,,,,
45,800,800,0.41347442,,,,
45,800,900,0.41389766,,,,
45,800,1000,0.4141148,,,,
45,900,100,1.26256186,,,,
45,900,200,0.8385991,,,,
45,900,300,0.62636716,,,,
45,900,400,0.6260333,,,,
45,900,500,0.41373396,,,,
45,900,600,0.41358992,,,,
45,900,700,0.41382278,,,,
45,900,800,0.41367274,,,,
45,900,900,0.4135938,,,,
45,900,1000,0.41325822,,,,
45,1000,100,1.26220998,,,,
45,1000,200,0.83767754,,,,
45,1000,300,0.6256524,,,,
45,1000,400,0.6257176,,,,
45,1000,500,0.4134744,,,,
45,1000,600,0.41422504,,,,
45,1000,700,0.41370548,,,,
45,1000,800,0.41345072,,,,
45,1000,900,0.41354954,,,,
45,1000,1000,0.4134724,,,,
50,100,100,1.2619754,,,,
50,100,200,0.83755226,,,,
50,100,300,0.6256836,,,,
50,100,400,0.62537436,,,,
50,100,500,0.62544104,,,,
50,100,600,0.62590404,,,,
50,100,700,0.62561224,,,,
50,100,800,0.58325846,,,,
50,100,900,0.41328894,,,,
50,100,1000,0.41384824,,,,
50,200,100,1.26157692,,,,
50,200,200,0.83771586,,,,
50,200,300,0.62535288,,,,
50,200,400,0.62560262,,,,
50,200,500,0.49852054,,,,
50,200,600,0.4137001,,,,
50,200,700,0.41351684,,,,
50,200,800,0.4131128,,,,
50,200,900,0.41353186,,,,
50,200,1000,0.41310008,,,,
50,300,100,1.26148378,,,,
50,300,200,0.8372671,,,,
50,300,300,0.62617512,,,,
50,300,400,0.62590062,,,,
50,300,500,0.49850406,,,,
50,300,600,0.41340404,,,,
50,300,700,0.41353088,,,,
50,300,800,0.41410506,,,,
50,300,900,0.41330736,,,,
50,300,1000,0.41372144,,,,
50,400,100,1.26242844,,,,
50,400,200,0.83787048,,,,
50,400,300,0.62550696,,,,
50,400,400,0.62651348,,,,
50,400,500,0.541065,,,,
50,400,600,0.41350014,,,,
50,400,700,0.4138417,,,,
50,400,800,0.41386266,,,,
50,400,900,0.41390556,,,,
50,400,1000,0.4143264,,,,
50,500,100,1.26292676,,,,
50,500,200,0.8374633,,,,
50,500,300,0.62646892,,,,
50,500,400,0.6257003,,,,
50,500,500,0.54050346,,,,
50,500,600,0.41374194,,,,
50,500,700,0.4139435,,,,
50,500,800,0.41365324,,,,
50,500,900,0.41315648,,,,
50,500,1000,0.41339638,,,,
50,600,100,1.26212052,,,,
50,600,200,0.83804462,,,,
50,600,300,0.62518664,,,,
50,600,400,0.62505786,,,,
50,600,500,0.49823028,,,,
50,600,600,0.4132553,,,,
50,600,700,0.41386136,,,,
50,600,800,0.41389776,,,,
50,600,900,0.4134684,,,,
50,600,1000,0.413692,,,,
50,700,100,1.26247426,,,,
50,700,200,0.83782382,,,,
50,700,300,0.62578042,,,,
50,700,400,0.62625626,,,,
50,700,500,0.45587808,,,,
50,700,600,0.41404476,,,,
50,700,700,0.4135637,,,,
50,700,800,0.41353136,,,,
50,700,900,0.41394254,,,,
50,700,1000,0.41377634,,,,
50,800,100,1.26166522,,,,
50,800,200,0.83870538,,,,
50,800,300,0.62575764,,,,
50,800,400,0.62534368,,,,
50,800,500,0.45583856,,,,
50,800,600,0.4137198,,,,
50,800,700,0.41344226,,,,
50,800,800,0.41328504,,,,
50,800,900,0.41422762,,,,
50,800,1000,0.41407572,,,,
50,900,100,1.26092956,,,,
50,900,200,0.83762106,,,,
50,900,300,0.62519038,,,,
50,900,400,0.6255485,,,,
50,900,500,0.49853814,,,,
50,900,600,0.41360928,,,,
50,900,700,0.41355582,,,,
50,900,800,0.41279416,,,,
50,900,900,0.41347982,,,,
50,900,1000,0.4135957,,,,
50,1000,100,1.26131528,,,,
50,1000,200,0.83725036,,,,
50,1000,300,0.62623748,,,,
50,1000,400,0.62596724,,,,
50,1000,500,0.4133566,,,,
50,1000,600,0.4135353,,,,
50,1000,700,0.41377208,,,,
50,1000,800,0.4138223,,,,
50,1000,900,0.41432788,,,,
50,1000,1000,0.41349062,,,,
55,100,100,1.26150582,,,,
55,100,200,0.83768318,,,,
55,100,300,0.8376683,,,,
55,100,400,0.62592002,,,,
55,100,500,0.62602734,,,,
55,100,600,0.62526534,,,,
55,100,700,0.6253678,,,
55,100,800,0.62516756,,,
55,100,900,0.62564046,,,
55,100,1000,0.62519464,,,
55,200,100,1.26251614,,,
55,200,200,0.83697042,,,
55,200,300,0.79517902,,,
55,200,400,0.62552504,,,
55,200,500,0.62499158,,,
55,200,600,0.41368656,,,
55,200,700,0.41372878,,,,
55,200,800,0.41358708,,,,
55,200,900,0.4133085,,,,
55,200,1000,0.41371938,,,,
55,300,100,1.2619832,,,,
55,300,200,0.83770448,,,,
55,300,300,0.66799028,,,,
55,300,400,0.6254724,,,,
55,300,500,0.62629318,,,,
55,300,600,0.41329508,,,,
55,300,700,0.41353418,,,,
55,300,800,0.41314684,,,,
55,300,900,0.413718,,,,
55,300,1000,0.4135246,,,,
55,400,100,1.26185574,,,,
55,400,200,0.83775586,,,,
55,400,300,0.83755294,,,,
55,400,400,0.62602608,,,,
55,400,500,0.62637568,,,,
55,400,600,0.41355146,,,,
55,400,700,0.4134979,,,,
55,400,800,0.41380968,,,,
55,400,900,0.41370416,,,,
55,400,1000,0.41327806,,,,
55,500,100,1.26199782,,,,
55,500,200,0.83809378,,,,
55,500,300,0.75337228,,,,
55,500,400,0.62622834,,,,
55,500,500,0.62594846,,,,
55,500,600,0.41378214,,,,
55,500,700,0.41371904,,,,
55,500,800,0.413443,,,,
55,500,900,0.41367174,,,,
55,500,1000,0.41380886,,,,
55,600,100,1.26100368,,,,
55,600,200,0.83741208,,,,
55,600,300,0.7955018,,,,
55,600,400,0.62557142,,,,
55,600,500,0.6254723,,,,
55,600,600,0.41372798,,,,
55,600,700,0.41399424,,,,
55,600,800,0.4140279,,,,
55,600,900,0.413775,,,,
55,600,1000,0.41398274,,,,
55,700,100,1.26241616,,,,
55,700,200,0.83785488,,,,
55,700,300,0.667736,,,,
55,700,400,0.62555694,,,,
55,700,500,0.62559002,,,,
55,700,600,0.41384632,,,,
55,700,700,0.41363824,,,,
55,700,800,0.41340194,,,,
55,700,900,0.41387334,,,,
55,700,1000,0.41340516,,,,
55,800,100,1.26133262,,,,
55,800,200,0.83790988,,,,
55,800,300,0.71061892,,,,
55,800,400,0.62529712,,,,
55,800,500,0.62542902,,,,
55,800,600,0.41308174,,,,
55,800,700,0.41373616,,,,
55,800,800,0.4135815,,,,
55,800,900,0.41338826,,,,
55,800,1000,0.41330724,,,,
55,900,100,1.2620732,,,,
55,900,200,0.83716266,,,,
55,900,300,0.70975492,,,,
55,900,400,0.62517548,,,,
55,900,500,0.6249513,,,,
55,900,600,0.41389372,,,,
55,900,700,0.41335706,,,,
55,900,800,0.41360348,,,,
55,900,900,0.41402636,,,,
55,900,1000,0.41347246,,,,
55,1000,100,1.2616444,,,,
55,1000,200,0.8381006,,,,
55,1000,300,0.79517586,,,,
55,1000,400,0.62669474,,,,
55,1000,500,0.625373,,,,
55,1000,600,0.41300714,,,,
55,1000,700,0.4135987,,,,
55,1000,800,0.41311652,,,,
55,1000,900,0.414049,,,,
55,1000,1000,0.4133305,,,,
